internet,computer,wealth,mean_TestScore
no,no,-0.46265779,351.7246667
no,yes,0.290448,343.3576667
no,no,-0.276910299,364.3756667
yes,no,0.249635875,465.848
no,no,-0.04189176,442.846
yes,yes,0.792576663,375.317
no,yes,0.093451013,459.737
no,no,0.752811003,425.7776667
yes,no,-0.06500119,406.311
yes,yes,0.756560835,444.4973333
no,no,0.182400515,453.6226667
yes,yes,0.802430872,453.8143333
yes,yes,1.047826853,427.0616667
yes,no,0.481166198,407.1483333
yes,yes,1.289298591,322.2016667
no,no,-0.618668241,312.9546667
yes,yes,-0.070059102,452.874
yes,yes,2.260330662,383.7606667
yes,yes,0.249635875,432.3786667
yes,no,0.851353099,357.7446667
no,no,-0.4207992,348.741
yes,yes,0.662204597,474.9936667
no,no,0.789524474,371.1436667
yes,yes,0.530873273,560.2496667
yes,yes,-0.500679342,516.0036667
yes,no,0.760921104,489.3406667
yes,yes,0.284866854,463.965
no,no,-0.842262873,467
yes,yes,1.221191178,538.8826667
yes,yes,0.79754737,450.1443333
yes,yes,-0.169037225,501.9286667
no,no,0.749409992,445.409
no,yes,-0.140695472,505.683
yes,yes,1.765440047,500.103
yes,yes,0.802866899,608.7963333
yes,yes,0.975010348,479.359
yes,yes,0.090747646,527.8293333
yes,yes,1.0405016,482.6166667
no,yes,0.887194516,520.026
yes,yes,1.626085826,470.2133333
no,yes,0.887194516,463.9273333
no,yes,0.234113315,503.6563333
yes,no,0.961406307,522.0983333
yes,yes,0.350706927,503.3976667
yes,yes,1.876626925,424.9326667
no,yes,0.593922773,480.7136667
yes,no,0.884752765,467.4203333
yes,yes,0.530873273,552.97
no,yes,-0.300455755,463.3683333
no,yes,0.32471972,449.7223333
yes,yes,0.71478945,507.62
yes,yes,1.240550775,430.1513333
yes,yes,0.448376969,460.8146667
yes,yes,0.691854432,531.0456667
yes,yes,1.028118434,516.193
yes,yes,1.282845392,558.1163333
yes,yes,0.79754737,506.2963333
yes,yes,-0.422979335,432.542
yes,yes,1.240550775,524.215
yes,no,-0.311966867,505.4593333
no,yes,-0.196070898,508.0473333
no,no,-0.497103921,360.7903333
yes,yes,0.096939229,412.766
no,no,-2.203800701,317.6483333
no,no,0.055778282,415.2303333
no,yes,-0.534340624,368.6143333
no,no,-0.707704949,429.583
no,no,-0.163717696,388.8566667
yes,yes,0.305708944,408.0193333
no,yes,0.272047661,389.271
no,no,-0.466233211,398.9813333
no,yes,0.290448,394.82
no,no,-0.605413021,394.464
no,yes,-0.490999543,423.695
no,yes,0.093451013,442.8403333
no,no,-1.146348085,312.8933333
no,no,-0.292868886,383.7526667
no,yes,0.349573257,369.041
no,yes,-0.185780661,359.3506667
no,yes,0.23742712,367.434
no,no,-0.444083041,323.3413333
no,no,-0.728023806,439.9796667
no,no,-0.602448037,394.4356667
no,no,-0.490476311,377.145
no,no,-0.877145031,465.9073333
yes,no,-0.541665877,411.924
no,no,-1.19605516,313.2023333
yes,yes,0.350706927,407.162
no,yes,-0.605413021,256.952
no,yes,-0.35679044,372.8006667
no,no,-1.119227207,352.1103333
no,yes,-0.077471561,338.7986667
no,no,-0.367952731,397.0643333
no,no,-0.375888422,380.9926667
yes,yes,1.565478076,349.5463333
yes,no,-0.29923488,353.17
yes,no,0.043831143,309.821
no,no,-0.934613386,355.2
yes,no,0.260100522,375.0503333
no,no,-1.039783092,334.1406667
yes,no,0.083073571,431.578
no,no,-1.12332586,296.521
no,no,-0.242202552,363.308
yes,yes,0.384281004,379.102
yes,no,-0.087674592,335.163
yes,no,-0.458210314,392.394
yes,no,0.563226474,275.4466667
no,no,-1.177044384,374.3086667
no,yes,-0.724971617,410.1246667
no,no,-0.586663861,371.731
no,no,-2.203800701,326.619
no,no,-1.393662584,338.3816667
yes,yes,0.577528159,399.5166667
no,no,-0.118894123,427.554
yes,no,0.000664473,355.524
yes,no,0.038947641,366.5373333
yes,no,0.72237632,338.5576667
yes,yes,0.748625144,348.5343333
yes,no,-0.541665877,406.857
no,no,1.07590699,391.3266667
no,no,0.073829799,424.088
yes,yes,0.384281004,323.5303333
yes,no,1.187617101,348.5026667
yes,no,-0.289555081,393.6653333
no,no,-0.362633202,375.1936667
no,no,-1.039783092,345.1083333
no,no,-0.163717696,314.0296667
no,yes,0.196004557,477.0453333
no,no,-0.594599552,400.2436667
no,no,-0.880458836,350.6173333
yes,no,-0.163543286,366.9586667
yes,no,0.122315998,400.6296667
no,no,-0.888220116,346.8473333
no,no,-1.039783092,325.989
no,no,-0.605761842,333.3626667
no,no,-0.877145031,346.5516667
no,no,-1.017981743,426.6523333
no,yes,-0.619278679,272.5463333
yes,no,0.149262465,384.5393333
no,no,-0.704391144,356.248
no,no,-2.164383863,282.9783333
no,no,-1.1740794,290.9636667
no,no,-1.698009412,299.1313333
no,no,-1.177044384,361.5466667
yes,yes,0.412535552,331.1563333
yes,yes,0.434511312,358.2713333
yes,no,-0.436757787,358.0576667
no,no,-0.854122807,290.213
yes,no,-0.940020121,364.572
yes,no,-0.41303792,293.2683333
no,no,-1.393662584,295.803
no,no,-2.203800701,234.01
no,no,-0.426118729,318.828
no,no,-1.393662584,281.397
no,yes,-1.250471326,301.079
no,no,-1.12332586,306.7913333
no,no,-2.164383863,241.2096667
yes,no,0.573255095,335.1653333
no,no,-2.317952563,289.9836667
no,yes,-0.362109969,499.138
yes,yes,0.662204597,478.941
yes,yes,-0.112092103,479.3226667
yes,no,-0.121684696,517.754
yes,yes,1.514986153,511.6343333
yes,yes,1.178460534,395.9413333
no,yes,-0.317373602,552.8306667
yes,yes,1.16965279,464.1473333
yes,yes,1.594866294,513.0153333
yes,yes,-0.06500119,500.183
no,no,-0.237057433,504.207
yes,yes,0.592789103,548.749
yes,no,0.265420051,470.2073333
yes,yes,1.678409063,504.624
yes,yes,0.535407953,473.504
yes,no,-0.78627701,494.0713333
no,no,-0.237057433,478.591
yes,yes,2.365151546,451.4813333
yes,yes,-0.035700177,512.8573333
no,yes,-0.35679044,440.8076667
yes,yes,0.642670589,468.8623333
yes,yes,1.028118434,520.7933333
yes,no,-0.06500119,541.476
yes,yes,1.370050787,501.714
no,no,-1.00516255,490.8016667
yes,yes,1.523881103,473.341
yes,yes,-0.187350358,531.0943333
yes,no,0.245101194,472.8966667
no,yes,-0.619278679,497.1613333
yes,yes,1.284153473,517.749
yes,yes,0.532094148,419.1116667
yes,yes,0.350706927,548.571
yes,yes,0.481166198,452.2766667
no,yes,0.345212987,546.991
yes,no,0.15902947,453.61
yes,yes,1.062826181,482.5013333
no,no,0.593661157,439.9626667
yes,yes,1.551263597,554.9876667
yes,no,-0.643783395,429.079
no,no,-0.880458836,379.617
yes,no,-0.458210314,424.2493333
yes,no,1.231917441,413.5876667
yes,no,0.946232568,355.7
yes,yes,0.344951371,484.716
yes,no,1.014165571,460.15
no,no,-0.921009344,380.7793333
yes,no,-0.434664858,490.4166667
no,yes,0.047144948,443.7493333
yes,yes,1.168780736,361.6996667
yes,yes,0.249635875,471.6936667
yes,no,0.249199848,413.083
no,no,-0.785579366,439.8826667
yes,yes,0.562267215,423.632
yes,yes,0.588080012,397.3636667
no,no,0.244316346,397.8273333
yes,yes,0.871323134,330.509
yes,yes,0.049412288,455.0183333
yes,no,-0.458210314,371.0443333
no,no,-0.444083041,409.5456667
no,no,-0.237057433,330.2556667
yes,no,-0.193018709,345.4156667
yes,yes,0.022727438,455.5513333
no,yes,-0.045903208,454.1643333
no,yes,-0.390800544,388.1493333
yes,no,-0.467977319,357.3566667
yes,no,0.31259817,532.8343333
yes,yes,0.24082813,321.0403333
no,no,-0.448530516,397.911
yes,no,-0.29923488,481.004
yes,no,-0.754883067,378.243
no,no,-0.704827171,431.7833333
no,no,-0.877145031,388.5243333
no,no,-1.393662584,422.201
no,no,-0.669857808,351.3296667
no,no,-1.393662584,353.903
no,no,-1.19605516,332.0346667
yes,no,-0.248742956,444.2496667
no,no,-2.317952563,339.2703333
no,no,-0.024363476,416.1973333
yes,yes,0.979632234,347.5873333
no,no,-1.698009412,354.9693333
yes,no,-0.701164544,336.8953333
no,no,-1.698009412,361.263
no,no,-1.250471326,467.903
no,no,-0.174095138,401.7693333
yes,yes,0.350706927,463.8356667
yes,yes,0.91457701,472.9743333
yes,yes,0.985126174,506.3506667
yes,yes,0.802866899,463.5396667
yes,yes,2.027841079,414.798
yes,no,0.384281004,507.951
yes,yes,1.12003292,562.024
no,yes,-0.485592808,465.4013333
yes,yes,1.168780736,469.4893333
yes,no,0.527733879,518.2703333
yes,no,0.53793691,497.5413333
yes,yes,1.542630263,460.8016667
no,no,-0.298362826,448.8426667
yes,yes,0.689412681,503.4036667
yes,yes,0.530873273,518.2206667
yes,no,-0.330367206,466.9926667
no,no,-0.12369042,445.6246667
no,no,-1.035248412,448.0253333
yes,yes,1.656171687,454.1683333
yes,yes,-0.298624442,469.4893333
yes,yes,0.336492448,441.2543333
yes,yes,1.619545421,529.8703333
yes,no,0.131734181,551.7073333
yes,yes,1.951885181,454.8453333
yes,yes,-0.326791785,430.781
yes,yes,0.049412288,441.7803333
yes,yes,1.370050787,505.162
yes,yes,0.249635875,453.653
no,no,0.089090743,436.271
no,yes,-0.236446996,474.6703333
yes,no,0.350706927,435.183
yes,yes,0.760921104,480.0783333
yes,yes,1.463709381,558.287
yes,no,0.102869195,348.5023333
yes,yes,0.91344334,504.2556667
yes,yes,0.961406307,448.9476667
yes,yes,1.31659388,591.8906667
yes,no,0.307278641,513.891
yes,yes,0.249635875,500.433
no,no,-1.393662584,332.913
no,no,-1.250471326,313.6296667
no,no,-1.036207671,406.9633333
no,no,-1.409708377,317.591
no,no,-1.393662584,352.3206667
no,no,-1.148789836,250.6473333
no,no,-1.698009412,336.4036667
no,no,-1.177044384,346.466
yes,no,-0.518382037,287.6366667
no,no,-1.148789836,291.821
no,no,-1.053125518,368.138
no,no,-1.698009412,379.2816667
no,yes,-0.877145031,374.851
no,no,-0.283363498,309.6993333
no,no,-1.698009412,270.1813333
no,no,-1.681876414,398.5396667
no,yes,-0.639074303,318.0573333
no,no,-1.177044384,401.6326667
no,no,-1.698009412,299.727
no,no,-1.18506728,400.015
no,yes,0.423261816,492.071
yes,no,0.310069213,502.413
yes,yes,0.729963189,572.6556667
no,yes,0.093451013,455.4426667
yes,yes,0.138797818,474.587
no,yes,-0.364813337,511.0866667
yes,yes,1.259387141,550.326
yes,no,1.544810398,496.5423333
yes,yes,-0.06500119,519.763
no,yes,0.141065158,503.0083333
yes,yes,1.028118434,502.488
yes,no,-0.541665877,526.1763333
yes,yes,0.317481672,550.2516667
yes,yes,1.413130252,504.3123333
yes,no,0.829726161,531.614
yes,no,-0.187350358,570.0353333
yes,yes,0.961406307,555.2133333
yes,yes,0.311290089,482.46
no,yes,-0.556490794,530.2813333
yes,yes,-1.110419462,482.3933333
no,yes,-0.724971617,471.8496667
yes,yes,1.810002003,545.8536667
yes,no,1.047826853,512.7216667
yes,yes,1.112097229,554.7833333
yes,yes,-0.06500119,503.416
no,yes,0.093451013,532.8716667
yes,no,0.311290089,442.9613333
yes,no,-0.84932651,521.5166667
yes,yes,-0.538875305,483.5253333
no,yes,-0.490999543,450.299
yes,yes,0.481166198,441.244
yes,yes,0.113595459,478.9396667
no,yes,0.250159107,505.9893333
yes,yes,-0.021311287,463.441
yes,no,0.472532864,508.4496667
yes,yes,0.611015031,466.6776667
no,no,0.684441973,506.4683333
yes,yes,1.656171687,465.6243333
yes,yes,1.656171687,483.9146667
yes,no,-0.78627701,471.2876667
no,no,-0.998098913,406.6153333
no,no,-0.251271913,396.7156667
yes,no,0.138797818,456.131
no,no,-0.759592159,425.5223333
no,no,-0.856913379,534.072
yes,yes,0.637176649,474.252
yes,yes,0.877427512,435.7463333
no,no,-2.203800701,331.464
yes,yes,-0.257637907,329.298
no,yes,0.088567511,529.2856667
no,no,-0.302199863,463.6226667
no,no,-1.450084475,283.423
yes,no,0.408524104,390.8863333
no,no,-1.642721192,346.4716667
yes,no,-0.906882071,371.761
yes,no,-0.792381387,417.6026667
no,yes,-0.046688057,353.9713333
no,no,-1.364535982,486.2083333
yes,no,0.505147681,421.9646667
no,no,-1.642721192,350.5926667
yes,no,-1.083734611,286.993
yes,no,-0.940020121,360.625
yes,yes,-0.293392118,510.3653333
no,no,-1.393662584,413.4223333
yes,no,-0.695321783,350.1996667
yes,no,0.2662049,446.2763333
yes,yes,0.13932105,560.9476667
no,no,-1.177044384,427.026
no,no,0.616683381,409.5496667
no,no,-0.237057433,386.0403333
yes,yes,0.611015031,409.472
yes,no,0.606305939,436.3936667
yes,no,0.415674946,374.627
yes,no,-0.695321783,378.2523333
no,no,-1.404040026,411.9216667
yes,yes,0.321231504,438.4753333
no,no,-1.698009412,327.4386667
no,no,-1.18506728,453.721
yes,no,-0.940020121,374.862
no,no,-1.037602957,302.823
no,no,-0.871825502,325.1406667
no,no,-0.339610978,299.0393333
yes,no,-0.165287393,284.086
no,no,-0.282665855,285.1786667
no,no,-1.014493528,362.7483333
no,no,0.399716359,315.1623333
yes,no,-0.187001537,371.0343333
yes,yes,0.932018089,312.5406667
no,no,-0.845663883,283.138
yes,yes,1.350603984,312.7116667
no,yes,0.453173266,325.7563333
no,no,-0.564252075,307.3223333
no,no,-0.928334598,253.853
no,no,-0.362633202,372.351
no,yes,-1.250471326,336.7733333
no,no,-0.344668891,320.8626667
no,no,-0.609511674,308.5646667
no,no,-0.411468223,326.8143333
no,no,0.587992806,303.709
no,no,-0.208279653,276.5453333
no,no,-0.853163547,298.5026667
no,no,0.533227819,269.9756667
yes,no,-0.294525789,282.9273333
yes,yes,1.138694874,330.7266667
yes,no,-0.458210314,324.4146667
no,no,-0.877145031,362.9886667
no,no,-0.728023806,278.3783333
no,no,-0.158572578,282.4913333
yes,yes,4.477179002,331.7906667
yes,yes,1.656171687,496.926
yes,yes,1.780090553,510.5106667
no,no,0.272483688,397.9593333
yes,yes,1.958948817,573.7763333
yes,yes,1.11017871,450.099
yes,yes,1.318686809,470.475
yes,yes,1.902788543,526.5016667
no,no,-0.370394482,350.502
yes,yes,2.438229667,442.8056667
yes,yes,1.854215138,580.052
yes,yes,1.319035631,391.7476667
yes,yes,2.080774754,439.467
yes,yes,1.445745069,441.8276667
yes,yes,1.413130252,525.172
yes,yes,2.12969698,489.9726667
no,yes,0.950854454,536.5666667
yes,yes,1.231917441,521.307
yes,yes,1.169042352,476.633
yes,yes,0.492938926,399.6646667
yes,yes,2.010923233,480.3566667
no,yes,1.886393929,476.7623333
yes,no,1.502602987,440.042
yes,yes,2.375703399,481.36
yes,yes,3.161772827,518.268
yes,yes,1.53983969,459.8326667
no,yes,0.752811003,391.8843333
yes,yes,1.853866317,436.0263333
yes,yes,2.092809098,509.8336667
no,yes,0.072521718,454.6296667
yes,yes,1.94299023,483.613
yes,yes,1.823954866,409.9336667
yes,yes,1.467197596,454.3023333
yes,yes,0.481166198,504.9336667
yes,yes,3.211392697,435.7253333
no,yes,0.737724469,456.4473333
yes,no,0.602032875,373.2036667
yes,yes,1.047826853,528.271
yes,yes,0.93332617,464.809
yes,yes,3.738113281,529.085
yes,yes,-0.521695842,310.5163333
yes,no,-0.233220396,335.8263333
no,no,-1.177044384,372.7896667
no,no,0.320708272,352.2486667
no,no,-0.217261809,308.856
yes,yes,0.039819695,345.5106667
yes,no,2.39576064,364.9643333
yes,yes,0.570900549,281.5593333
no,no,-0.895632575,373.5126667
no,yes,0.368060801,311.84
no,no,-0.315455083,335.2653333
yes,no,0.283122746,339.1863333
no,no,-0.128835538,382.2656667
no,no,0.035633836,319.618
no,no,-0.411468223,347.0383333
yes,yes,0.229229812,302.7856667
no,no,-1.177044384,314.6283333
yes,yes,0.384281004,327.8773333
yes,yes,0.835656128,386.786
no,yes,-0.551432881,345.444
no,no,-0.237057433,396.5456667
no,yes,-0.619278679,340.6896667
no,no,-0.118894123,333.8933333
yes,no,-0.070582335,354.868
no,yes,0.30710423,303.0153333
yes,yes,2.132661964,329.6556667
no,no,-0.583611672,268.1153333
yes,yes,-0.988680731,301.5656667
no,no,-0.934613386,298.732
no,no,-0.465361157,316.5356667
yes,yes,0.498345661,472.05
no,yes,-0.107906244,307.809
no,yes,-0.14584059,290.4526667
yes,no,0.050633164,339.2533333
no,no,-0.594599552,266.9443333
yes,no,-0.039362803,437.3373333
no,yes,0.717318407,367.0363333
no,no,0.255042609,370.9083333
no,yes,-0.35679044,343.158
no,yes,-0.08052375,403.4706667
yes,no,0.342771236,312.8626667
no,no,0.697348371,363.8343333
no,no,-0.877145031,359.4183333
no,yes,-0.619278679,408.497
yes,yes,0.812633903,349.7216667
no,yes,0.372769892,339.6136667
no,yes,0.574999203,303.6233333
yes,no,0.333178643,337.4913333
yes,no,0.240566514,418.7136667
no,no,-0.242202552,335.2446667
no,yes,2.037346467,270.6703333
no,no,0.790047706,356.612
yes,no,-0.050089067,295.8576667
yes,no,-0.121684696,428.8656667
yes,no,-0.41303792,397.6796667
yes,yes,-0.15229379,379.5023333
no,no,-0.46265779,362.298
yes,no,0.043831143,429.0743333
no,no,-0.589541639,305.3886667
yes,yes,0.226003213,445.9456667
yes,no,1.047826853,342.757
yes,yes,1.523881103,359.931
no,no,0.674936585,255.6493333
no,no,-0.877145031,411.598
no,no,0.406692791,470.6026667
yes,yes,0.997334929,595.2133333
yes,no,0.284866854,404.189
yes,no,-0.695321783,482.237
yes,no,0.298994128,468.144
yes,no,-0.187350358,421.5023333
yes,yes,-0.012939569,358.077
yes,yes,1.048088469,352.7443333
yes,no,-0.009364148,407.625
yes,no,0.279983352,445.8396667
no,no,-0.998098913,423.5173333
yes,yes,0.687319751,481.5456667
yes,no,-0.052618023,407.3186667
yes,no,-0.41303792,390.168
yes,no,-0.193018709,511.605
yes,yes,0.61424163,449.4506667
yes,yes,0.44855138,425.62
yes,no,0.264373586,321.798
yes,no,-0.55771167,410.636
yes,yes,0.918501253,438.5743333
no,no,-0.799270613,453.862
no,no,-0.362633202,480.1283333
yes,yes,-0.034828123,358.7966667
yes,yes,-0.06500119,458.7476667
yes,no,-0.33028,441.3596667
yes,yes,0.918501253,396.0956667
yes,yes,0.481166198,417.4533333
yes,no,0.15902947,425.0546667
yes,yes,0.022727438,504.9006667
yes,yes,0.625142305,477.71
yes,yes,0.448812996,443.3733333
yes,no,0.15902947,377.5343333
yes,no,1.289298591,415.9146667
yes,yes,1.094830561,459.0173333
no,yes,-0.371353741,464.0006667
yes,no,0.264373586,378.046
yes,no,0.14690792,482.0126667
yes,no,-0.41303792,538.5953333
yes,no,-0.284235552,411.6393333
no,no,-1.698009412,320.2326667
no,no,-1.642721192,357.3536667
no,no,-0.507045336,263.7653333
yes,no,0.122315998,323.4186667
no,yes,0.014530131,340.17
yes,no,-1.083734611,406.1123333
yes,no,-0.541665877,378.5336667
yes,no,0.101125088,352.0066667
no,no,-1.039783092,360.2536667
no,no,-1.326427225,357.9456667
yes,no,0.60194567,302.342
yes,no,0.78106555,307.2
no,no,-1.393662584,403.7823333
no,no,-1.393662584,343.9773333
yes,yes,1.190320468,306.5516667
no,no,-0.912463216,346.793
no,no,-0.551432881,376.9546667
no,no,-0.853163547,320.3686667
no,yes,-0.229121742,369.061
yes,no,0.433290436,250.688
yes,yes,1.064831905,463.5506667
no,no,0.564708966,279.8976667
no,no,-1.19605516,373.563
no,no,-0.491609981,302.1363333
yes,no,-0.318420067,372.2923333
no,no,-1.164312396,331.951
yes,no,-0.41303792,387.1176667
no,no,-1.698009412,328.7683333
no,yes,-0.302199863,386.3046667
yes,no,-0.213424771,348.4826667
yes,yes,1.372230922,293.2436667
no,yes,-0.429345329,410.4073333
no,no,-1.642721192,399.6546667
yes,yes,-0.544369245,418.962
no,no,-2.203800701,317.6763333
no,no,-0.514283383,401.847
no,no,-0.68799653,414.4393333
yes,no,-0.643783395,461.4923333
no,no,-0.781219097,344.653
no,no,-1.077717439,329.8566667
no,no,-0.781219097,341.4523333
yes,no,-1.083734611,411.8043333
no,no,-0.744244009,328.6773333
no,no,-2.203800701,327.417
no,no,0.153361119,317.021
no,yes,-0.313798181,298.756
no,no,-1.642721192,364.764
no,no,0.639356784,397.7113333
no,no,-2.164383863,266.7153333
no,no,0.366403898,307.036
no,no,-1.642721192,426.6803333
no,no,-1.393662584,307.399
no,no,-0.775463541,316.2443333
no,no,-2.203800701,307.9883333
no,no,-4.190252389,353.5936667
no,no,-1.698009412,350.4846667
no,no,-2.317952563,339.821
no,no,-0.690612692,342.9333333
no,no,0.081329463,349.4943333
no,no,-4.190252389,333.015
no,no,-2.203800701,386.1703333
no,no,-1.03263225,332.5973333
no,no,0.157808594,361.968
yes,yes,1.630707712,319.47
yes,no,-1.515575726,340.2573333
no,no,-2.203800701,321.138
no,no,-4.190252389,287.404
